,Number of steps,Surface coverage,Schwoebel barrier,Desorption probability,Regime,Growth rate,Rms
5223,7.0,0.01,0.501036,0.00010481,2.0,0.0007283625032741536,0.4600704697085743
5224,7.0,0.0108,0.334202,0.00189124,2.0,0.0009596688406807653,0.46010089697175516
5225,7.0,0.0111,0.839239,0.00086978,2.0,0.0007677439697977022,0.4579128807170555
5226,7.0,0.0122,0.082531,1.49e-06,2.0,0.0009632722281853224,0.45818270480672657
5227,7.0,0.0116,0.326774,0.01709804,1.0,0.0015482999840560848,0.45147960864371794
5228,7.0,0.0123,0.358487,0.02745949,0.0,0.0011367130557579808,0.453055658686543
5229,7.0,0.012,0.557679,8.63e-06,1.0,0.0008705517293412511,0.4598547631550048
5230,7.0,0.0134,0.137558,0.21095846,1.0,0.0032339401912410796,0.45153265612586696
5231,7.0,0.0133,0.177639,0.01123341,1.0,0.0016960611148755973,0.4509904003932089
5232,7.0,0.0132,0.375081,0.00259529,0.0,0.0008715971565802272,0.4565921866423019
5233,7.0,0.0138,0.03419,0.43089098,2.0,0.004005977085658447,0.4597888598814148
5234,7.0,0.0136,0.332729,5.331e-05,1.0,0.001048841559852141,0.45531521178554796
5235,7.0,0.0138,0.465345,0.02256537,1.0,0.002007654039922293,0.4524189527613594
5236,7.0,0.0139,0.989796,1.37e-05,0.0,0.0003862964863679507,0.45487653212464296
5237,7.0,0.0155,0.211343,1.63e-06,2.0,0.001459472033442248,0.46423121070749274
5238,7.0,0.0153,0.878736,0.00763393,1.0,0.001450519172512717,0.4503306465558481
5239,7.0,0.0161,0.038631,4.51e-06,0.0,0.0009491144741936558,0.45604947878226787
5240,7.0,0.0164,0.659834,0.00032449,0.0,0.0008784369198990578,0.4589332841739071
5241,7.0,0.0163,0.901914,4.49e-06,1.0,0.001023773549249463,0.4551389987767664
5242,7.0,0.0173,0.081177,0.00192843,2.0,0.001988992051549937,0.45980737558411633
5243,7.0,0.0173,0.566132,8.504e-05,1.0,0.0013338094550040614,0.4509649932000859
5244,7.0,0.0171,0.681607,5.963e-05,1.0,0.0012761441333648043,0.45201566579493463
5245,7.0,0.0177,0.666251,0.00540875,1.0,0.0018884975778117794,0.4516790463493961
5246,7.0,0.0185,0.951116,0.00038309,2.0,0.001860649175616082,0.5024293194443956
5247,7.0,0.0188,0.189164,1.103e-05,1.0,0.0015155580926566655,0.45030432350827626
5248,7.0,0.0189,0.618428,0.03672698,1.0,0.003222006750523831,0.4540062972740817
5249,7.0,0.019,0.98296,0.11434266,0.0,0.0015338085830732613,0.45449491694285155
5250,7.0,0.0199,0.146529,0.0031146,2.0,0.003514359365746821,0.4961285142021377
5251,7.0,0.02,0.637796,2.64e-06,1.0,0.0015319290383563771,0.45176068321618795
5252,7.0,0.0215,0.183135,8.38e-06,2.0,0.004711518134737114,0.5016898720454571
5253,7.0,0.0206,0.62242,0.0003208,1.0,0.0016597158359716272,0.450809340918609
5254,7.0,0.0211,0.82143,0.16606073,0.0,0.0021600083776534794,0.45085222466474967
5255,7.0,0.0212,0.881583,0.52756657,0.0,0.0029090125081142576,0.452899565131719
5256,7.0,0.0222,0.02269,0.00107159,0.0,0.0014107150864670257,0.4524340854653289
5257,7.0,0.0225,0.025204,0.00121912,0.0,0.0014261518205914807,0.4506803976185538
5258,7.0,0.0216,0.028123,6.96e-06,0.0,0.0012777011526568952,0.4505340044017956
5259,7.0,0.0219,0.112484,0.03513921,2.0,0.006014643188120634,0.48489586071424146
5260,7.0,0.0222,0.193877,5.13e-06,1.0,0.0018154844945790464,0.4508718196433545
5261,7.0,0.0221,0.42654,0.00465965,0.0,0.0015166813708602492,0.4529869991250847
5262,7.0,0.0216,0.745431,0.01405353,0.0,0.0014983307863463094,0.45270782254594766
5263,7.0,0.0222,0.994325,1.28e-06,1.0,0.0007197988971676466,0.4609897909608597
5264,7.0,0.0234,0.218473,0.74173769,0.0,0.0038296780155281595,0.4496813515934106
5265,7.0,0.0234,0.517559,2.04e-06,2.0,0.00669234695656998,0.5210682939667522
5266,7.0,0.0234,0.593609,0.54240466,0.0,0.003453257480098584,0.45298222642577923
5267,7.0,0.0241,0.21931,0.01046728,0.0,0.0019300143850787708,0.45160015656064745
5268,7.0,0.0235,0.320863,0.09897565,2.0,0.007800421978919883,0.4803407832683969
5269,7.0,0.024,0.327146,3.282e-05,1.0,0.00198583352670026,0.4524659583030445
5270,7.0,0.0241,0.367113,3e-06,0.0,0.0013560748308809743,0.4516692964254074
5271,7.0,0.0236,0.661055,0.52413334,0.0,0.0033630170905554926,0.4543287157917748
5272,7.0,0.0239,0.72055,1.07e-06,1.0,0.0018522079067396673,0.4511577057637889
5273,7.0,0.024,0.906503,0.0057537,2.0,0.004916933465629518,0.5154996073624857
5274,7.0,0.025,0.077706,0.06552692,2.0,0.008792832711000098,0.501769860665873
5275,7.0,0.0249,0.364141,0.00669116,1.0,0.00318196911158433,0.45321716909765963
5276,7.0,0.0251,0.59915,0.24148362,0.0,0.0030538264238451716,0.45183548828140846
5277,7.0,0.0265,0.227346,0.34157742,1.0,0.009107361729569021,0.45542126067163907
5278,7.0,0.0259,0.324609,0.00661072,2.0,0.00782998310233688,0.5219082776549071
5279,7.0,0.0263,0.467859,1.38e-06,0.0,0.0014395199433707238,0.4502997158459127
5280,7.0,0.0264,0.631546,0.76493684,2.0,0.013214467218248871,0.5006901200078986
5281,7.0,0.0274,0.856352,4.296e-05,2.0,0.010369859700995318,0.5653540443846907
5282,7.0,0.0274,0.919224,0.00372143,2.0,0.00798339398887341,0.5730831681752826
5283,7.0,0.0266,0.92127,0.01155458,2.0,0.0073193030176635,0.5517445464968692
5284,7.0,0.0277,0.017673,0.04391598,1.0,0.006156721198524014,0.4526111935254066
5285,7.0,0.0282,0.455645,0.00048486,0.0,0.001616541915315195,0.4507816694364237
5286,7.0,0.0276,0.674519,0.00780353,0.0,0.001833568161500055,0.44945480572983443
5287,7.0,0.0292,0.586761,0.50831844,1.0,0.010842482867407854,0.4554018323789361
5288,7.0,0.0301,0.583653,0.02331186,1.0,0.005387019833044789,0.45361791837286913
5289,7.0,0.0314,0.242653,0.00033919,2.0,0.016954027181464066,0.5382161747373092
5290,7.0,0.0312,0.46803,0.00081052,0.0,0.0018003257996138961,0.45253479944324837
5291,7.0,0.0312,0.487147,2.867e-05,1.0,0.002640882664449672,0.45209085984680947
5292,7.0,0.0313,0.534853,0.48436154,1.0,0.011898218716546291,0.45377888351928397
5293,7.0,0.0316,0.456448,0.00973863,1.0,0.004627094324406622,0.4506526344021567
5294,7.0,0.0319,0.525976,0.0018404,1.0,0.003265781235764357,0.4536615250404811
5295,7.0,0.0319,0.533634,6.19e-06,2.0,0.017666018739038548,0.5423101704311819
5296,7.0,0.0316,0.885318,4.01e-06,2.0,0.016680214217383343,0.6185622182528311
5297,7.0,0.0331,0.016579,2.18e-06,0.0,0.0019284128795211894,0.4509066146926793
5298,7.0,0.0334,0.049538,0.00020975,1.0,0.002999886826940561,0.45315187315137384
5299,7.0,0.0332,0.200074,0.00596162,1.0,0.004444066706621226,0.4505152000325712
5300,7.0,0.0334,0.347576,7.037e-05,1.0,0.0029108253234329086,0.4530760103319865
5301,7.0,0.0327,0.661201,1.6e-05,1.0,0.0027092580545052466,0.45194804606617706
5302,7.0,0.033,0.780986,0.11353213,1.0,0.00861763467594065,0.4558626723420275
5303,7.0,0.0325,0.922308,0.26369238,1.0,0.009918502051350635,0.4555813734820979
5304,7.0,0.0329,0.967606,0.00352555,1.0,0.0027751199705607307,0.4581933224306689
5305,7.0,0.0343,0.26681,0.00016392,0.0,0.0019729436312750158,0.4514487520619715
5306,7.0,0.0338,0.586188,0.31902466,0.0,0.004380384617574672,0.452315888266572
5307,7.0,0.0344,0.65317,0.00385646,2.0,0.01763333245547099,0.5478831135948469
5308,7.0,0.035,0.406519,0.01653041,0.0,0.0028743577072988416,0.4532221862667789
5309,7.0,0.0355,0.705733,0.57821318,0.0,0.0051839177879577794,0.4557121725567281
5310,7.0,0.0354,0.926218,1.693e-05,2.0,0.030253474288362076,0.8398010904313647
5311,7.0,0.036,0.467574,1.642e-05,0.0,0.001963134409734839,0.4505614070368123
5312,7.0,0.0363,0.527277,0.00082363,0.0,0.0020475359769325883,0.4495547022210661
5313,7.0,0.0356,0.607356,7.838e-05,2.0,0.0233623849407229,0.5519974541463565
5314,7.0,0.0362,0.686897,0.00138285,2.0,0.022838525799898604,0.565644965276077
5315,7.0,0.0357,0.701889,1.141e-05,0.0,0.0018052192888176094,0.45170460821464853
5316,7.0,0.0364,0.756468,0.08808782,2.0,0.020812387716665867,0.5800527767365056
5317,7.0,0.0359,0.806813,0.18619346,2.0,0.021638008317863937,0.569023062330378
5318,7.0,0.0368,0.084533,0.00036209,2.0,0.02655041530598005,0.542304838837811
5319,7.0,0.0369,0.356199,4.68e-06,0.0,0.0020623387817738305,0.45171487187341186
5320,7.0,0.0377,0.391845,0.01038106,0.0,0.002878383714325533,0.4540953756305996
5321,7.0,0.0382,0.39325,2.84e-06,2.0,0.02926620171994575,0.5499169234571981
5322,7.0,0.0376,0.776103,3.72e-05,1.0,0.0031014823357495536,0.4543002414410184
5323,7.0,0.0396,0.075916,1.07e-06,1.0,0.0035293512372163898,0.4521251049502302
5324,7.0,0.0401,0.078623,0.0025234,0.0,0.002692976081336517,0.45208251251060977
5325,7.0,0.04,0.225317,0.22443707,1.0,0.014949932042780804,0.4552312838381033
5326,7.0,0.0403,0.235757,1.049e-05,0.0,0.00228518160717129,0.45018613703648325
5327,7.0,0.0396,0.484532,0.02666926,0.0,0.003415977989619362,0.4498382617201324
5328,7.0,0.0409,0.055231,0.2076276,0.0,0.005443739821542418,0.45542808401037393
5329,7.0,0.0412,0.852732,0.00110178,0.0,0.001998634449594533,0.45169793289300536
5330,7.0,0.0405,0.99078,0.00082401,0.0,0.001203164414831184,0.45073096045118155
5331,7.0,0.0427,0.641749,0.00728243,2.0,0.030802212373160723,0.5714595926103238
5332,7.0,0.0432,0.965422,1.234e-05,0.0,0.0014415885547159294,0.4528086876138616
5333,7.0,0.0443,0.251217,0.0263224,0.0,0.004053299350571665,0.45060573921384617
5334,7.0,0.0444,0.266609,7.29e-06,1.0,0.0039890945479056205,0.4528744365169226
