,Number of steps,Surface coverage,Schwoebel barrier,Desorption probability,Regime,Growth rate,Rms
1227,15.0,0.0466,0.066599,0.77149991,1.0,0.0464004872491686,0.6205080480952041
1228,15.0,0.0469,0.695637,2.424e-05,1.0,0.014162669724000055,0.6069150051205896
1229,15.0,0.0475,0.125709,0.00591121,2.0,0.048376255758302164,0.6891508000770059
1230,15.0,0.0482,0.167791,4.478e-05,2.0,0.05658747503430776,0.6796719333340814
1231,15.0,0.0486,0.458847,0.00044641,1.0,0.015492764575835878,0.6074995183148665
1232,15.0,0.0492,0.513918,0.00027005,0.0,0.0038648444083966924,0.6022877024384449
1233,15.0,0.0494,0.754664,4.13e-06,0.0,0.0034349958681156208,0.6048169939754909
1234,15.0,0.0491,0.916614,0.00423651,0.0,0.0029734842283732315,0.6073233264332129
1235,15.0,0.0504,0.707943,0.00274237,1.0,0.017059993465857286,0.6108858373255628
1236,15.0,0.0509,0.046669,0.02438272,1.0,0.02528830658937678,0.6128282390198351
1237,15.0,0.0522,0.198768,0.62447796,1.0,0.053055699295622226,0.6256156507809021
1238,15.0,0.0523,0.284466,0.00017153,2.0,0.06989500751995828,0.6918803318757915
1239,15.0,0.0524,0.512816,0.00352146,0.0,0.004299920084872641,0.6028181035922567
1240,15.0,0.0522,0.551762,0.00020646,0.0,0.004089911547068568,0.6035815190367424
1241,15.0,0.0534,0.11733,0.00247064,0.0,0.004728912264543056,0.6055913368360697
1242,15.0,0.0532,0.698885,0.00843428,1.0,0.020715218591272965,0.6175600367266455
1243,15.0,0.0527,0.740537,0.00074966,0.0,0.0037432745663834367,0.6062498091283165
1244,15.0,0.0536,0.006053,1.541e-05,1.0,0.017548808551043148,0.6064112578010511
1245,15.0,0.0542,0.035595,0.00779517,1.0,0.021936133026034033,0.6083255537822048
1246,15.0,0.0541,0.058339,3.257e-05,1.0,0.01775637034424536,0.6070485766722771
1247,15.0,0.0544,0.785694,1.54e-06,2.0,0.0809413253739693,0.7804982945811426
1248,15.0,0.0539,0.828772,0.02613152,1.0,0.024719849967400422,0.6266285367419848
1249,15.0,0.0544,0.902846,0.01864491,2.0,0.0627392248926635,0.8210163991925115
1250,15.0,0.0552,0.680563,5.962e-05,0.0,0.004045614348208554,0.6006651395649174
1251,15.0,0.0555,0.281341,8.909e-05,1.0,0.018382892664250375,0.6082791152628598
1252,15.0,0.0563,0.607822,0.0487901,1.0,0.03265774562824568,0.6265824296307241
1253,15.0,0.0555,0.644538,0.00121309,0.0,0.004146509198336103,0.6089194302113008
1254,15.0,0.0562,0.687233,0.07917435,0.0,0.005776107832572166,0.6027665586500766
1255,15.0,0.0569,0.331757,0.00014481,1.0,0.019076922892133932,0.6095133853528232
1256,15.0,0.0565,0.523035,0.0002107,1.0,0.01877905397999039,0.6086173246494586
1257,15.0,0.0576,0.209266,0.00537632,0.0,0.005216437248029756,0.6080858758535963
1258,15.0,0.0577,0.665938,0.0001923,0.0,0.004259426461711879,0.5990419272979536
1259,15.0,0.0578,0.745728,0.320649,2.0,0.0859307936954776,0.8073349522393533
1260,15.0,0.0575,0.820062,4.614e-05,0.0,0.003792587591677256,0.6064088882742059
1261,15.0,0.0583,0.872536,0.00265932,0.0,0.003706417695426346,0.6052420883151814
1262,15.0,0.0591,0.097242,0.85498237,2.0,0.0984836389302512,0.752089367972551
1263,15.0,0.0594,0.140967,0.21640255,0.0,0.008380756433781621,0.5994845173096286
1264,15.0,0.059,0.467859,0.05594705,1.0,0.036886743484363584,0.6227251599511454
1265,15.0,0.0591,0.481815,1.39e-06,1.0,0.019953324565386944,0.6107871946537167
1266,15.0,0.059,0.754222,1.38e-06,0.0,0.004081581493855876,0.60145693698442
1267,15.0,0.0592,0.999286,0.00697524,2.0,0.28096923605693674,3.2163842935639986
1268,15.0,0.0601,0.33385,0.66868479,0.0,0.009939644149023973,0.6046630202987322
1269,15.0,0.0604,0.431622,0.04673369,2.0,0.08435640251671256,0.7629269036450571
1270,15.0,0.0602,0.710264,0.00215003,1.0,0.021550970939436007,0.614013847013407
1271,15.0,0.06,0.92595,1.965e-05,0.0,0.00338775145416701,0.6048184821106303
1272,15.0,0.0613,0.060659,0.48709399,1.0,0.065209669552461,0.6275546371551906
1273,15.0,0.0608,0.07097,3.481e-05,0.0,0.005335994086529664,0.6000330590357605
1274,15.0,0.0606,0.436322,0.27943647,0.0,0.00841149644323406,0.599342565538636
1275,15.0,0.0614,0.59849,0.01851166,0.0,0.005503040013438376,0.6055375133797546
1276,15.0,0.0617,0.049181,0.00336587,2.0,0.10302047062198201,0.6960713688371919
1277,15.0,0.0624,0.153844,1.48e-06,0.0,0.0054183937717804396,0.6033477486127481
1278,15.0,0.0622,0.310082,0.00024968,2.0,0.11020228883615384,0.6964345011460745
1279,15.0,0.062,0.939219,0.00784662,2.0,0.14211944935968246,1.2326718612560696
1280,15.0,0.0628,0.074042,0.36533785,0.0,0.009664941459633482,0.6008608066314436
1281,15.0,0.0627,0.134696,0.427701,0.0,0.009817028879771737,0.6039661923122139
1282,15.0,0.063,0.35184,4.707e-05,1.0,0.02179908196363084,0.6070890702429098
1283,15.0,0.0634,0.544433,0.00089545,0.0,0.005003837385260989,0.6014064362923994
1284,15.0,0.0626,0.769145,5.15e-06,2.0,0.12481206777144448,0.8446349295624281
1285,15.0,0.0643,0.539649,0.01200865,1.0,0.029378952159825954,0.6185709876545759
1286,15.0,0.0642,0.645451,0.04607686,1.0,0.03865307065557804,0.6248549462587647
1287,15.0,0.0635,0.659281,0.01921562,0.0,0.0055225027545895205,0.6003458391685785
1288,15.0,0.0653,0.019766,0.94436653,0.0,0.011437585680547294,0.601355489121429
1289,15.0,0.0654,0.205724,1.09e-06,1.0,0.022928388056185047,0.6080265903614025
1290,15.0,0.0648,0.411772,0.00082036,2.0,0.12114633276580718,0.71838295345709
1291,15.0,0.0654,0.652248,0.00204179,2.0,0.12202502548173283,0.7342898736935897
1292,15.0,0.066,0.126578,0.00149061,0.0,0.005826933390892593,0.6079695372283342
1293,15.0,0.0657,0.26134,0.64334115,2.0,0.12151459007151964,0.777616890811987
1294,15.0,0.0655,0.293127,0.00476779,0.0,0.005796527028431313,0.6015605149183266
1295,15.0,0.0662,0.4079,0.00017894,0.0,0.005454349795861387,0.601699151335133
1296,15.0,0.0661,0.443621,3.214e-05,0.0,0.005384428508080095,0.601870603767574
1297,15.0,0.0668,0.838294,8.993e-05,0.0,0.004296450156164551,0.6024970177050382
1298,15.0,0.0674,0.878666,0.17731575,2.0,0.1128556610196394,0.8539262136686495
1299,15.0,0.068,0.475434,1.167e-05,2.0,0.13905362276572175,0.7360924043088994
1300,15.0,0.0678,0.825076,0.00049279,1.0,0.02503787115781018,0.6188759896797585
1301,15.0,0.0687,0.052439,0.87957438,1.0,0.08317515870920072,0.632190050605791
1302,15.0,0.0688,0.140062,0.16564265,0.0,0.009318393451479326,0.605529884634876
1303,15.0,0.0685,0.183422,0.64127864,2.0,0.13408201567980704,0.7868991653396973
1304,15.0,0.0693,0.186408,0.26216792,1.0,0.0689291884530737,0.629320990626073
1305,15.0,0.069,0.337329,3.54e-06,1.0,0.024680112610752966,0.6101447585490993
1306,15.0,0.0691,0.725691,0.00184073,2.0,0.14861268691349303,0.8129859022334647
1307,15.0,0.0704,0.081378,1.68e-06,1.0,0.025205984755090612,0.6091802255106767
1308,15.0,0.0705,0.127855,5.883e-05,0.0,0.006183301742153297,0.6001016976388734
1309,15.0,0.0697,0.367112,0.04917479,1.0,0.04594791734878936,0.6228873127935196
1310,15.0,0.0714,0.131619,0.00426461,0.0,0.0064612852936235515,0.6002067582184586
1311,15.0,0.0711,0.360488,0.00646975,1.0,0.03090034907482799,0.6127434921627859
1312,15.0,0.071,0.983701,0.0001054,2.0,0.7061856995518632,5.750479822305437
1313,15.0,0.0724,0.11677,0.04781103,0.0,0.008210307307563053,0.6054090148121761
1314,15.0,0.0719,0.574438,1.45e-06,1.0,0.026825340426697986,0.6105756924896405
1315,15.0,0.0725,0.695792,0.0099588,1.0,0.03333739567081014,0.6221069482080355
1316,15.0,0.0718,0.737294,0.00059962,0.0,0.005114541456928715,0.6036538870294824
1317,15.0,0.0728,0.689329,1.493e-05,2.0,0.17970533899246083,0.8253811414881124
1318,15.0,0.073,0.770034,0.25173088,0.0,0.008984879919113254,0.6007546646994159
1319,15.0,0.0731,0.952941,6.343e-05,0.0,0.003843235204935733,0.6023664938770327
1320,15.0,0.0741,0.19192,0.01863184,1.0,0.03993798970481045,0.6223845046893429
1321,15.0,0.0744,0.320725,0.00451329,0.0,0.0065298052640419615,0.6102667361912644
1322,15.0,0.0742,0.635489,0.00053254,2.0,0.1786490126184402,0.7917380640350242
1323,15.0,0.0754,0.298017,0.0001733,1.0,0.02834645930254074,0.6097391495195852
1324,15.0,0.0746,0.689758,8.572e-05,1.0,0.028794502725406533,0.6142030316836559
1325,15.0,0.0753,0.921054,0.00332227,0.0,0.004482369381206687,0.6048908495146775
1326,15.0,0.076,0.020008,1.489e-05,1.0,0.028154556674790415,0.6069895530056642
1327,15.0,0.0763,0.696472,0.07079581,0.0,0.0077069229704297675,0.6029305457300136
1328,15.0,0.0774,0.581269,0.00045294,2.0,0.19702991452231003,0.7864470796046861
1329,15.0,0.0767,0.750251,1.053e-05,0.0,0.005429771134179083,0.6044188295480092
1330,15.0,0.0773,0.821106,2.389e-05,1.0,0.031792799168355916,0.6258681569367526
1331,15.0,0.0776,0.232523,0.15524768,2.0,0.1694683708880455,0.8339389146256971
1332,15.0,0.0776,0.462961,2.72e-06,0.0,0.0064162318282502346,0.6020018655870991
1333,15.0,0.0779,0.573272,0.44756065,2.0,0.17683035847744508,0.8083574792024485
1334,15.0,0.0779,0.847393,0.00021461,0.0,0.005004449071411451,0.5991172820595626
1335,15.0,0.0779,0.862841,2.099e-05,0.0,0.004904988903345899,0.5994153982410806
1336,15.0,0.079,0.000505,3.17e-06,1.0,0.029722708654820705,0.6088115354294665
1337,15.0,0.0785,0.185341,0.00022131,2.0,0.2042871369564846,0.7222457248107476
1338,15.0,0.0791,0.435089,0.85056014,0.0,0.013433895722770098,0.6132245020899121
1339,15.0,0.079,0.903791,0.0011597,1.0,0.03280889883680869,0.634035997391591
1340,15.0,0.0795,0.256141,1.767e-05,1.0,0.03049599116467175,0.6109447932845905
1341,15.0,0.0798,0.360069,1.702e-05,1.0,0.03128003935077097,0.6132603991631861
1342,15.0,0.0801,0.366939,0.04893229,0.0,0.008674821770225908,0.5989122532926494
1343,15.0,0.0802,0.4759,8.925e-05,1.0,0.03190102313072267,0.614615892084757
1344,15.0,0.0795,0.616284,0.26089543,0.0,0.010382238004367444,0.6090438863438706
1345,15.0,0.0807,0.401112,0.89822774,2.0,0.19300608732262436,0.8086185171581993
1346,15.0,0.0809,0.481502,0.6782978,0.0,0.013128408537661678,0.6087473274744403
1347,15.0,0.0809,0.618056,0.00032636,0.0,0.006244770639491807,0.6041431817077604
1348,15.0,0.0805,0.932949,5.135e-05,0.0,0.004469301540719487,0.6032823098504716
1349,15.0,0.0818,0.133209,0.00266657,0.0,0.007330368976203722,0.5986842476287293
1350,15.0,0.0815,0.43135,0.14836791,1.0,0.0754487618760534,0.6381658438229758
1351,15.0,0.082,0.728704,0.01189792,1.0,0.04136679957976491,0.6311393574043935
1352,15.0,0.0826,0.382247,0.28463212,0.0,0.011611271182580138,0.6033770891822859
1353,15.0,0.0826,0.449093,1.462e-05,0.0,0.0067967006138392495,0.6013131037745294
1354,15.0,0.0833,0.96109,0.00082945,2.0,0.9135973071217884,4.7918043916766235
1355,15.0,0.0842,0.344467,0.00013898,2.0,0.24429202288302318,0.7432811180704698
1356,15.0,0.0841,0.488606,0.06920618,1.0,0.06533330800581948,0.6351829588401753
1357,15.0,0.0842,0.744149,1.83e-06,1.0,0.036621816651814146,0.6248636139672046
1358,15.0,0.0841,0.818283,0.09198274,0.0,0.008215923698580959,0.5986340335309068
1359,15.0,0.085,0.034686,0.00192345,2.0,0.24804015757391126,0.7294899439860094
1360,15.0,0.0846,0.211045,0.10977293,1.0,0.07574382815347117,0.6343200824167168
1361,15.0,0.0851,0.53417,1e-06,0.0,0.00683597086469908,0.6035494551473484
1362,15.0,0.0851,0.63692,0.44088303,2.0,0.2161637353480036,0.8687846529064767
1363,15.0,0.0849,0.655238,0.00787238,0.0,0.006837772558451358,0.6087011151292957
1364,15.0,0.0849,0.981939,0.00016635,2.0,0.980248164852576,5.747718110924241
1365,15.0,0.0863,0.186725,0.00165422,0.0,0.007594339354045155,0.6009676453304789
1366,15.0,0.0859,0.228316,0.0053236,1.0,0.039653711346773604,0.6163784573030374
1367,15.0,0.0863,0.626401,0.00816907,0.0,0.007106247170673478,0.6011050869153856
1368,15.0,0.0859,0.811164,0.00145221,0.0,0.00579277906056392,0.6055692597350812
1369,15.0,0.0863,0.846051,2.896e-05,1.0,0.039141240689914314,0.6290267471497304
1370,15.0,0.0869,0.653337,8.863e-05,0.0,0.006583211025760714,0.6035129878208962
1371,15.0,0.0874,0.781474,0.00219979,0.0,0.006169844646843074,0.6026605189163755
1372,15.0,0.0881,0.624383,0.00088629,2.0,0.28630908932699756,0.8412567741962328
1373,15.0,0.0894,0.0909,2.55e-06,2.0,0.2872339031786682,0.7282369083409304
1374,15.0,0.0889,0.398291,0.01000465,2.0,0.2581809686154735,0.7572796219179948
1375,15.0,0.0889,0.460789,0.35765652,0.0,0.012727698501275472,0.6151815166796097
1376,15.0,0.089,0.610999,0.23128741,0.0,0.011302725566719397,0.6079714185399863
1377,15.0,0.0891,0.724861,0.00742038,0.0,0.006882080878877743,0.6016876410471313
1378,15.0,0.0906,0.674488,0.74745271,1.0,0.12148433941098757,0.6425557520739257
1379,15.0,0.0908,0.681753,0.0003277,1.0,0.0420411335136035,0.621202839665341
1380,15.0,0.0912,0.699298,0.21741469,0.0,0.0111865496843966,0.6047631073893379
1381,15.0,0.091,0.723458,0.00858788,1.0,0.046978919916180716,0.6262344228661996
1382,15.0,0.0908,0.769068,0.01927118,2.0,0.27221091356638916,0.9021372786673928
1383,15.0,0.0906,0.816856,0.08772841,0.0,0.008766741516291187,0.5971859599273089
1384,15.0,0.0923,0.733692,9.33e-06,0.0,0.0067301714038014385,0.6015659960736431
1385,15.0,0.0918,0.855198,9.32e-06,1.0,0.044994343126480464,0.6325649437269621
1386,15.0,0.0918,0.946149,4.36e-06,1.0,0.042640697156722585,0.6636518213001148
1387,15.0,0.0935,0.013459,0.72906498,2.0,0.27014568317735854,0.831057490064664
1388,15.0,0.0933,0.254917,0.0115675,2.0,0.29430886538313705,0.7564470961753489
1389,15.0,0.0926,0.739147,0.06742887,2.0,0.2584511003410851,0.9068902589156536
1390,15.0,0.0936,0.472405,0.0592936,0.0,0.010068609832674658,0.601302717870896
1391,15.0,0.0939,0.649587,0.00031731,1.0,0.0441825466322829,0.6226666470013247
1392,15.0,0.0939,0.769202,1.179e-05,0.0,0.00662604017785961,0.6017352436648622
1393,15.0,0.0954,0.889114,0.00988253,1.0,0.05068739510138594,0.6354356000290229
1394,15.0,0.0963,0.039351,4.238e-05,0.0,0.008692304872562825,0.6046385503969869
1395,15.0,0.0957,0.133507,8.16e-05,0.0,0.00852052115837961,0.6030149758913947
1396,15.0,0.0961,0.449369,2.582e-05,1.0,0.04420632454118641,0.6176696528720179
1397,15.0,0.0959,0.606517,0.08037244,2.0,0.2837095344031865,0.8899313559822306
1398,15.0,0.0959,0.629054,0.05322479,0.0,0.009553114109762173,0.6005326248078555
1399,15.0,0.0955,0.687614,4.37e-06,0.0,0.007136219792046246,0.600883587333847
1400,15.0,0.0964,0.707059,0.00050935,2.0,0.4232142256578273,1.0882612796567952
1401,15.0,0.0967,0.429757,5.98e-06,0.0,0.008062624027708146,0.6024551895230853
1402,15.0,0.0977,0.252812,0.75325451,1.0,0.13703478043002912,0.6471583402751556
1403,15.0,0.0983,0.577636,0.00428953,1.0,0.04990895218473825,0.6224168587298694
1404,15.0,0.0979,0.930254,0.0001109,1.0,0.05026376351670687,0.6557735379940827
1405,15.0,0.0992,0.486154,0.00330745,1.0,0.049401552962144636,0.6201486994461204
1406,15.0,0.0994,0.759586,3.66e-06,2.0,0.5310630019830198,1.3348696252107812
1407,15.0,0.0989,0.843951,0.00031663,2.0,0.7228333053366436,2.068250737818006
1408,15.0,0.099,0.909295,2.91e-06,1.0,0.05234615448264961,0.647265103163387
1409,15.0,0.1004,0.022988,0.53156102,2.0,0.3256184547357587,0.9000812592531611
1410,15.0,0.1014,0.022286,0.01864677,1.0,0.06340971076453736,0.6297807771196055
1411,15.0,0.1009,0.112763,2.682e-05,2.0,0.39222477059322614,0.7648185436325383
1412,15.0,0.1009,0.391799,6.61e-06,2.0,0.3958592762404906,0.8168097176744953
1413,15.0,0.1011,0.632502,0.0241571,1.0,0.06648923912826846,0.6330280328212287
1414,15.0,0.1011,0.669931,0.00052609,2.0,0.4521189542275476,1.0255477004421394
1415,15.0,0.1006,0.823026,0.00059228,2.0,0.6770653571748873,1.7940705322483588
1416,15.0,0.1023,0.070762,2.901e-05,2.0,0.4069198296994579,0.7502696941695334
1417,15.0,0.1015,0.308542,3.4e-06,1.0,0.048174644003109016,0.6200200857687995
1418,15.0,0.102,0.709836,0.00012071,2.0,0.5070804562582566,1.1490087568635567
1419,15.0,0.103,0.107164,0.00054749,0.0,0.009222614521882935,0.599857296627333
1420,15.0,0.1028,0.227921,0.18907595,1.0,0.11511398404402215,0.6411540321659323
1421,15.0,0.1034,0.963766,1.2e-06,1.0,0.05505852657573907,0.7243569939027436
1422,15.0,0.1037,0.006779,2.136e-05,0.0,0.009425983484562873,0.6022533846765258
1423,15.0,0.1038,0.338599,3.069e-05,2.0,0.4247786407915566,0.8003768001270728
1424,15.0,0.1043,0.425798,0.2947418,2.0,0.3548582427355708,0.8947136956612481
1425,15.0,0.1036,0.572705,1.362e-05,1.0,0.05342743765160915,0.6234675097167729
1426,15.0,0.104,0.698452,3.382e-05,2.0,0.5262407130472166,1.1417826547481724
1427,15.0,0.1041,0.840646,0.0002578,0.0,0.006845435317681719,0.6075126979236927
1428,15.0,0.1046,0.03559,0.88330829,0.0,0.017689551973481873,0.6037711339820384
1429,15.0,0.1055,0.075057,4.94e-06,2.0,0.439547936353322,0.7548299504396296
1430,15.0,0.1048,0.222614,0.00444522,2.0,0.4198798688438126,0.7922153237401235
1431,15.0,0.1049,0.58721,0.00058642,0.0,0.008362316876736706,0.604899068475493
1432,15.0,0.1059,0.278117,0.00160635,2.0,0.4399329316164245,0.7871472644945952
1433,15.0,0.1062,0.575436,0.00046845,2.0,0.4760048869052364,0.9126523910907197
1434,15.0,0.106,0.601276,0.00358123,1.0,0.05722440714043705,0.6274677759862647
1435,15.0,0.1056,0.658335,0.00015902,2.0,0.5150492476304835,1.0578658211922454
1436,15.0,0.1075,0.017793,0.00051566,0.0,0.009795797809567427,0.6050932306134849
1437,15.0,0.1075,0.073297,1.35e-06,1.0,0.05180671402733802,0.6163650512219803
1438,15.0,0.1075,0.22554,0.47591796,1.0,0.14853724932879117,0.6544532219914759
1439,15.0,0.1073,0.852587,6.46e-06,2.0,0.9239176869739943,2.3451721078098844
1440,15.0,0.1084,0.334654,0.43131604,2.0,0.38865197851776034,0.9100225759369694
1441,15.0,0.1084,0.452503,4.79e-06,1.0,0.057655301107957094,0.6236936318219384
1442,15.0,0.1082,0.48635,4.5e-06,2.0,0.4829868950579674,0.8467705611616874
1443,15.0,0.1076,0.758113,1.418e-05,0.0,0.0077140630160406395,0.6017439959487112
1444,15.0,0.1094,0.102617,0.96260728,1.0,0.16547766371301587,0.6488832168482399
1445,15.0,0.1086,0.480143,0.0015128,2.0,0.47709622397019635,0.820055171354947
1446,15.0,0.1098,0.071284,0.01385821,0.0,0.010992889849159493,0.6053746356586579
1447,15.0,0.1103,0.704449,0.03584097,0.0,0.010056943309550346,0.5987605331190581
1448,15.0,0.1098,0.723464,0.00011117,2.0,0.6356473983898108,1.2711452596611237
1449,15.0,0.1104,0.829493,0.00069357,1.0,0.06550591471591423,0.6371659034847026
1450,15.0,0.1112,0.134051,0.29963885,1.0,0.14408846707802817,0.6433205856803321
1451,15.0,0.1108,0.287325,0.02016352,1.0,0.07427967394058624,0.6311587998703856
1452,15.0,0.1106,0.779535,0.0077755,2.0,0.5768129220856869,1.1859055804418492
1453,15.0,0.112,0.234269,2.897e-05,0.0,0.009881622937260805,0.6015992768982422
1454,15.0,0.1118,0.909122,0.07510308,1.0,0.09476564368423146,0.6472080916328552
1455,15.0,0.1134,0.381649,1.949e-05,1.0,0.06234541022742798,0.6267393545568232
1456,15.0,0.1143,0.201252,0.23400586,0.0,0.015970235663322212,0.6025037656910177
1457,15.0,0.1139,0.205969,0.00231474,0.0,0.010211188313564786,0.6003663747198746
1458,15.0,0.1136,0.231328,5.048e-05,0.0,0.01004677819788626,0.6041643165102434
1459,15.0,0.1141,0.445746,0.06215119,2.0,0.4579387698159621,0.8584527998347734
1460,15.0,0.1142,0.868517,1.741e-05,1.0,0.07225557110399959,0.6487858256938474
1461,15.0,0.1141,0.885382,0.12638013,1.0,0.11252557292971593,0.6478889192812108
1462,15.0,0.1151,0.091311,2.13e-06,2.0,0.5508560202907196,0.7746641603450156
1463,15.0,0.1149,0.176378,5.02e-06,0.0,0.01023548893608779,0.6035164932661959
1464,15.0,0.1147,0.839035,1.92e-06,1.0,0.07268367355836025,0.6412966014903082
1465,15.0,0.1145,0.895124,0.00153592,2.0,1.1462465069384338,2.7374462781835005
1466,15.0,0.1156,0.127822,0.00010872,2.0,0.5576843951255865,0.8035156684675884
1467,15.0,0.1159,0.205139,0.00210565,2.0,0.5533184907874282,0.7928363795362584
1468,15.0,0.1161,0.422386,1.13e-06,2.0,0.5753820769640864,0.8568064350339012
1469,15.0,0.1159,0.742927,1.1e-06,0.0,0.008455015132448031,0.6038718211787966
1470,15.0,0.1159,0.961489,0.00836046,0.0,0.006840052479557635,0.5990777957263805
1471,15.0,0.1175,0.007567,0.01099714,1.0,0.07141580387037623,0.623383383759928
1472,15.0,0.1167,0.030903,0.0484415,1.0,0.09909631490012295,0.6381983473867016
1473,15.0,0.1183,0.21241,0.0007437,2.0,0.5889637560608089,0.8124894912406511
1474,15.0,0.1181,0.811859,0.00138883,0.0,0.008190633256650834,0.6021914325614346
1475,15.0,0.1184,0.862415,0.38422709,1.0,0.15747555212793818,0.6470294735692431
1476,15.0,0.1189,0.060391,0.62203121,0.0,0.019170521994721402,0.6007285191713228
1477,15.0,0.1193,0.072177,2.28e-06,0.0,0.010818092190489442,0.601917670614476
1478,15.0,0.1186,0.313564,0.01682916,0.0,0.01157229009244598,0.6042299307607247
1479,15.0,0.1205,0.492116,0.00121225,1.0,0.07312669003322586,0.6291167449690275
1480,15.0,0.12,0.605479,0.03495632,2.0,0.549854245199754,0.9572830967331662
1481,15.0,0.1203,0.79627,1.2e-06,0.0,0.00846754913774937,0.6011951050373593
1482,15.0,0.1203,0.985615,2.532e-05,2.0,1.6778639634913675,5.400629428019759
1483,15.0,0.1211,0.124492,4.23e-06,2.0,0.6267925851894189,0.7991708457751531
1484,15.0,0.1213,0.17203,2.93e-06,0.0,0.010877236680456185,0.6029731959681475
1485,15.0,0.1213,0.631765,0.12425321,0.0,0.013751049431002834,0.6033388693941784
1486,15.0,0.1221,0.867379,0.0011324,2.0,1.1973268825875774,2.453843777478062
1487,15.0,0.1232,0.518661,0.00041945,0.0,0.010132569960880517,0.6054318617677815
1488,15.0,0.1234,0.988072,3.005e-05,1.0,0.09244392773152783,1.4115067738873295
1489,15.0,0.1243,0.340993,0.00729931,2.0,0.6498817021228134,0.8393383869196258
1490,15.0,0.1244,0.617521,0.0146425,1.0,0.08538867294267033,0.6368504332607815
1491,15.0,0.1241,0.651868,8.51e-06,2.0,0.7930706346695346,1.184462199454716
1492,15.0,0.124,0.835832,0.00038376,0.0,0.008371925910082189,0.6006789074188703
1493,15.0,0.1241,0.860615,0.02140593,2.0,0.7243055894145465,1.297438506163697
1494,15.0,0.1249,0.015323,0.00096398,1.0,0.07088498262900302,0.6241802087268989
1495,15.0,0.1246,0.138207,0.36690725,2.0,0.5533991221436259,0.9495018571214217
1496,15.0,0.1249,0.172681,0.00295598,1.0,0.07339291808904082,0.625253237937256
1497,15.0,0.1252,0.773422,0.02563345,2.0,0.6636792953090834,1.032902853814185
1498,15.0,0.126,0.02495,0.01107783,1.0,0.08071246578116455,0.6279880105650321
1499,15.0,0.1258,0.027746,0.00010953,1.0,0.07254562155498356,0.6230347425128188
1500,15.0,0.1256,0.375333,0.02622398,0.0,0.012587188631730558,0.6049441252937666
1501,15.0,0.1264,0.695331,0.00816172,2.0,0.7492415314165566,1.0664625508166994
1502,15.0,0.126,0.894488,0.43326188,0.0,0.01701338298119188,0.6084574707021496
1503,15.0,0.126,0.999523,0.00657447,1.0,0.0654776770588955,0.7456291921646921
1504,15.0,0.1269,0.342351,2.829e-05,1.0,0.08101804193880394,0.6244113842724803
1505,15.0,0.1269,0.451445,0.13610135,0.0,0.01551938960573065,0.6020609552779586
1506,15.0,0.1281,0.567814,1.545e-05,2.0,0.7888057252756013,1.0047188387654944
1507,15.0,0.1278,0.720536,1.53e-06,1.0,0.09406074768600237,0.6392200699895426
1508,15.0,0.1282,0.976112,8.49e-06,0.0,0.006361914098088973,0.6017293122048242
1509,15.0,0.1278,0.99216,0.00014092,0.0,0.005713404441366354,0.6013540570562379
1510,15.0,0.1294,0.235714,0.00083521,1.0,0.08050598277990043,0.6278045664194084
1511,15.0,0.1286,0.506219,7.036e-05,2.0,0.7743144243868725,0.9487723689859936
1512,15.0,0.1304,0.12652,0.00334618,2.0,0.7459144481069493,0.8120954552938359
1513,15.0,0.1307,0.195831,0.02306716,0.0,0.013491850205135032,0.6091702451183783
1514,15.0,0.1306,0.332877,0.06408078,1.0,0.12611587124037668,0.6431441151099747
1515,15.0,0.1309,0.986114,0.07934773,0.0,0.010787652463329049,0.5969010072692456
1516,15.0,0.1318,0.286815,0.12253916,1.0,0.15059856492645882,0.6506436510497984
1517,15.0,0.1318,0.371922,0.00102514,2.0,0.7883650109649747,0.8793582067301124
1518,15.0,0.1322,0.721206,0.00129398,1.0,0.09630570258760587,0.6354100984792032
1519,15.0,0.1334,0.056997,0.20038554,2.0,0.6646065447837897,0.9245817811308018
1520,15.0,0.133,0.188134,4.19e-06,0.0,0.011954149073831506,0.6027624762030696
1521,15.0,0.1334,0.283091,9.52e-06,0.0,0.011768819291807089,0.6009529318838193
1522,15.0,0.1332,0.312576,0.46805468,2.0,0.6391145355847417,0.9365818827635383
1523,15.0,0.1327,0.561764,2.84e-06,1.0,0.09841587522634608,0.63741568037847
1524,15.0,0.1327,0.926693,4.266e-05,1.0,0.10127095925912213,0.6788412060600058
1525,15.0,0.1336,0.599338,0.03474239,0.0,0.012860389909660815,0.6042785756763455
1526,15.0,0.134,0.711243,1.435e-05,0.0,0.010082422818108791,0.6046875113071417
1527,15.0,0.1341,0.889363,2.485e-05,0.0,0.00848963656856433,0.6008558985118325
1528,15.0,0.1351,0.137804,1.499e-05,0.0,0.012153169504059959,0.6004034022468334
1529,15.0,0.1352,0.192026,0.07615865,1.0,0.1394328459358771,0.6444200388920553
1530,15.0,0.1347,0.47625,3.84e-06,1.0,0.09906127084448452,0.6312518811450216
1531,15.0,0.1354,0.550892,0.3570568,0.0,0.018928928208420605,0.595834560301594
1532,15.0,0.1354,0.835503,0.00532113,1.0,0.0978731205442556,0.6409381328088817
1533,15.0,0.1348,0.915266,0.00311423,0.0,0.008234774753581642,0.6071698964025956
1534,15.0,0.1358,0.014179,0.00018778,0.0,0.012516833602860754,0.6035682871539524
1535,15.0,0.1361,0.181614,0.00377131,1.0,0.08726126668057006,0.6238923130843158
